transaction_id,sender_id,receiver_id,tx_type,amount,timestamp,is_fraud,fraud_scenario
TX_13cfecc2,U_3c458b,A_61f771,PAYMENT,2249.5,2026-03-09 03:47:00,0,Normal
TX_14b406a9,U_0bff90,A_e38ef2,PAYMENT,10716.62,2026-03-09 22:37:00,0,Normal
TX_f8ffea35,U_a746d2,A_f5c77f,PAYMENT,484.4,2026-03-03 15:45:00,0,Normal
TX_742c1ca0,U_a05642,U_bf8668,P2P_TRANSFER,3704.09,2026-03-13 09:26:00,0,Normal
TX_526c45ce,I_MSHWARI,U_876705,LOAN_DISBURSEMENT,13622.8,2026-03-02 21:59:00,0,Normal
TX_e83141dd,U_b8316f,U_431daf,P2P_TRANSFER,1895.52,2026-03-01 22:50:00,0,Normal
TX_904a8115,U_9c55fd,U_c623a8,P2P_TRANSFER,6878.51,2026-03-09 11:57:00,0,Normal
TX_3c8f81a4,U_ea98bb,U_ed476d,P2P_TRANSFER,10584.39,2026-03-01 15:00:00,0,Normal
TX_7a5d018c,I_MSHWARI,U_8029f7,LOAN_DISBURSEMENT,11378.56,2026-03-04 22:02:00,0,Normal
TX_588497b0,U_fbcdf8,A_41bc3b,PAYMENT,1957.03,2026-03-01 17:40:00,0,Normal
TX_2dd4a042,U_83fa27,U_96fc11,P2P_TRANSFER,7162.65,2026-03-13 02:13:00,0,Normal
TX_1c4dd9c2,U_3f212f,A_89a803,PAYMENT,10417.69,2026-03-07 13:24:00,0,Normal
TX_869e8673,U_2cbdbc,A_2f99d1,PAYMENT,8846.42,2026-03-06 19:09:00,0,Normal
TX_7f170bbe,U_d9d338,A_591863,PAYMENT,12298.19,2026-03-04 22:21:00,0,Normal
TX_28d91f40,U_4f6ed4,A_d40f55,WITHDRAWAL,7759.08,2026-03-01 15:22:00,0,Normal
TX_bc2a64ef,U_9c7971,U_db0222,P2P_TRANSFER,5878.79,2026-03-03 06:08:00,0,Normal
TX_1e2ffce2,U_f8fc6a,A_6508fe,PAYMENT,6175.88,2026-03-06 21:27:00,0,Normal
TX_1de63072,U_df6280,U_75d868,P2P_TRANSFER,216.79,2026-03-06 20:12:00,0,Normal
TX_ed8dd5a5,U_7f0b3c,A_9c61db,PAYMENT,11138.65,2026-03-04 14:32:00,0,Normal
TX_d21af2fc,I_FULIZA,U_6db36b,LOAN_DISBURSEMENT,811.53,2026-03-04 02:27:00,0,Normal
TX_723cb1c6,U_747b74,U_25cc44,P2P_TRANSFER,3346.69,2026-03-03 09:18:00,0,Normal
TX_7639c17e,U_9b4652,A_aa67ca,PAYMENT,14024.59,2026-03-03 16:44:00,0,Normal
TX_67ab99c6,I_MSHWARI,U_0fc8f1,LOAN_DISBURSEMENT,10155.28,2026-03-02 05:49:00,0,Normal
TX_44651214,U_b1780e,A_5b2e3e,PAYMENT,12240.91,2026-03-04 21:36:00,0,Normal
TX_b4315a73,U_9608b4,U_10a89f,P2P_TRANSFER,440.23,2026-03-04 07:34:00,0,Normal
TX_786699d4,U_78b534,A_aa67ca,PAYMENT,10855.93,2026-03-12 00:19:00,0,Normal
TX_a2ddd975,U_ae384d,U_406db7,P2P_TRANSFER,9422.51,2026-03-08 06:34:00,0,Normal
TX_c0529bee,U_21a270,U_97daef,P2P_TRANSFER,13499.29,2026-03-10 09:11:00,0,Normal
TX_01721658,U_1c501d,A_a0f44d,WITHDRAWAL,8744.78,2026-03-05 19:43:00,0,Normal
TX_b1ef4cc6,U_0feffc,A_2c11c2,PAYMENT,618.55,2026-03-03 20:45:00,0,Normal
TX_c27d14a0,U_787590,A_0b6dd1,WITHDRAWAL,13237.96,2026-03-01 01:23:00,0,Normal
TX_cca30517,U_5bf769,A_abd9ce,PAYMENT,8639.63,2026-03-13 09:27:00,0,Normal
TX_8bc80e9f,U_d3146e,U_3f212f,P2P_TRANSFER,438.13,2026-03-06 07:43:00,0,Normal
TX_0a6c7575,U_e26e12,U_574dd3,P2P_TRANSFER,5373.42,2026-03-10 09:29:00,0,Normal
TX_be503ff1,I_FULIZA,U_e08888,LOAN_DISBURSEMENT,10153.54,2026-03-11 08:27:00,0,Normal
TX_849ce3f4,U_876705,U_863a5e,P2P_TRANSFER,150.35,2026-03-14 16:05:00,0,Normal
TX_ac412ec6,U_de10df,A_3b3338,PAYMENT,6800.38,2026-03-14 15:34:00,0,Normal
TX_c9a66593,U_b17726,A_f026de,WITHDRAWAL,988.18,2026-03-07 15:40:00,0,Normal
TX_e6ffb84c,U_01147d,A_be8ca8,WITHDRAWAL,309.44,2026-03-12 10:33:00,0,Normal
TX_f7aca940,U_b368dd,U_8206c5,P2P_TRANSFER,9614.51,2026-03-10 13:49:00,0,Normal
TX_8a21b0ae,U_70bde8,A_26986b,PAYMENT,3578.46,2026-03-10 20:16:00,0,Normal
TX_eb375d52,U_054ebf,A_703bbe,PAYMENT,14119.57,2026-03-03 15:58:00,0,Normal
TX_1c3c2084,U_61bb68,A_c6d608,WITHDRAWAL,11306.61,2026-03-10 21:28:00,0,Normal
TX_0a62a7a2,U_f58bad,U_7e04e0,P2P_TRANSFER,864.32,2026-03-04 18:46:00,0,Normal
TX_4a876021,U_ca104a,U_f14d72,P2P_TRANSFER,1395.34,2026-03-01 08:20:00,0,Normal
TX_dc9aa82a,U_b4f41e,A_840587,WITHDRAWAL,7090.41,2026-03-14 02:07:00,0,Normal
TX_35df7513,U_02749e,U_2f1889,P2P_TRANSFER,7396.4,2026-03-09 07:15:00,0,Normal
TX_59eaec48,U_516891,U_e149cc,P2P_TRANSFER,11745.25,2026-03-03 18:12:00,0,Normal
TX_a123f85c,U_f12592,A_c14fbe,PAYMENT,9044.44,2026-03-02 13:14:00,0,Normal
TX_6e1adc06,U_749e37,A_1f7c54,PAYMENT,12935.68,2026-03-08 09:15:00,0,Normal
TX_f23695a8,I_FULIZA,U_4567ab,LOAN_DISBURSEMENT,14128.77,2026-03-10 01:39:00,0,Normal
TX_1fde20f3,U_b368dd,A_adce2a,WITHDRAWAL,1583.26,2026-03-14 12:40:00,0,Normal
TX_6c6c2ff2,U_22b46c,A_66a048,PAYMENT,1216.13,2026-03-06 17:40:00,0,Normal
TX_d4b5cc68,I_MSHWARI,U_cf1dd8,LOAN_DISBURSEMENT,8226.8,2026-03-09 15:15:00,0,Normal
TX_035aafb4,U_31e781,A_852003,PAYMENT,14403.06,2026-03-02 19:57:00,0,Normal
TX_46bca250,U_21a270,U_788d07,P2P_TRANSFER,6191.44,2026-03-10 14:16:00,0,Normal
TX_5498cdce,U_843858,U_10b83f,P2P_TRANSFER,9383.61,2026-03-05 09:48:00,0,Normal
TX_be6f4e54,U_0866a2,U_c1c57d,P2P_TRANSFER,6652.11,2026-03-01 23:30:00,0,Normal
TX_891d2e08,I_FULIZA,U_130c1f,LOAN_DISBURSEMENT,7945.84,2026-03-11 13:43:00,0,Normal
TX_1a0c9272,U_bc69a1,A_14b119,WITHDRAWAL,14013.05,2026-03-12 02:46:00,0,Normal
TX_2d97dcc7,U_70089a,A_21762b,PAYMENT,13522.77,2026-03-08 08:58:00,0,Normal
TX_561b60bd,U_09f2d3,A_9ff4d5,WITHDRAWAL,8307.12,2026-03-01 21:31:00,0,Normal
TX_180f385d,I_FULIZA,U_9964da,LOAN_DISBURSEMENT,13684.77,2026-03-06 00:51:00,0,Normal
TX_c9d78a37,U_b49db8,A_649134,PAYMENT,8369.85,2026-03-08 18:15:00,0,Normal
TX_2489118d,U_b9bc47,A_88e931,WITHDRAWAL,2232.57,2026-03-13 02:53:00,0,Normal
TX_1c911f90,U_45deb7,A_5bd741,WITHDRAWAL,12820.25,2026-03-03 09:42:00,0,Normal
TX_ae766fee,U_cad2ee,U_9d0d1c,P2P_TRANSFER,6300.38,2026-03-02 12:16:00,0,Normal
TX_e936a72f,U_c3927e,A_b7fccb,WITHDRAWAL,1383.65,2026-03-02 09:24:00,0,Normal
TX_e0f9a7f4,U_925d6e,U_3789fd,P2P_TRANSFER,12547.13,2026-03-04 17:01:00,0,Normal
TX_ae114e13,U_af9f41,U_7f0b3c,P2P_TRANSFER,13399.41,2026-03-06 00:50:00,0,Normal
TX_31830ad7,U_448ec3,A_acc72d,WITHDRAWAL,13450.0,2026-03-08 01:13:00,0,Normal
TX_8a495b20,U_f9caee,A_c1544d,PAYMENT,1088.05,2026-03-02 01:08:00,0,Normal
TX_551fe74f,U_f61906,A_21762b,PAYMENT,14353.37,2026-03-10 07:27:00,0,Normal
TX_ea0e2b8c,U_b515da,U_7d9ef1,P2P_TRANSFER,12115.1,2026-03-04 20:59:00,0,Normal
TX_083bc82c,U_05b1d1,A_8af3e7,PAYMENT,5263.35,2026-03-14 13:10:00,0,Normal
TX_b75731ad,U_266602,U_cebcc6,P2P_TRANSFER,14157.83,2026-03-14 01:24:00,0,Normal
TX_7f30117a,U_433251,U_645ed5,P2P_TRANSFER,1965.89,2026-03-10 15:29:00,0,Normal
TX_71046bf3,U_8c842b,A_703bbe,PAYMENT,9473.2,2026-03-06 05:12:00,0,Normal
TX_3505f282,U_55f117,A_7cf8ea,PAYMENT,9725.69,2026-03-03 21:13:00,0,Normal
TX_1377855c,U_f37d01,U_42e25f,P2P_TRANSFER,932.52,2026-03-09 18:40:00,0,Normal
TX_de5ab99f,U_4b82a6,U_7b7ed0,P2P_TRANSFER,4707.13,2026-03-10 17:56:00,0,Normal
TX_eaedab8e,I_MSHWARI,U_c908eb,LOAN_DISBURSEMENT,12484.39,2026-03-11 16:13:00,0,Normal
TX_978fa553,I_FULIZA,U_22172d,LOAN_DISBURSEMENT,13693.27,2026-03-12 19:21:00,0,Normal
TX_0990cc2c,U_b5e0e4,A_ae024a,PAYMENT,13045.78,2026-03-07 10:20:00,0,Normal
TX_30a2def3,U_a2515d,U_3a6f3e,P2P_TRANSFER,13668.17,2026-03-12 06:38:00,0,Normal
TX_cace563f,I_MSHWARI,U_743b9c,LOAN_DISBURSEMENT,5008.56,2026-03-07 07:49:00,0,Normal
TX_0ef718f6,U_5991b1,A_98cd6b,WITHDRAWAL,10581.63,2026-03-10 17:26:00,0,Normal
TX_93cad72d,U_47a516,A_eb8d6f,WITHDRAWAL,3715.67,2026-03-06 02:54:00,0,Normal
TX_289df9aa,U_42e25f,U_cede57,P2P_TRANSFER,10018.19,2026-03-08 15:04:00,0,Normal
TX_5d85ff5d,U_4567ab,A_649134,PAYMENT,5689.35,2026-03-06 15:05:00,0,Normal
TX_705833da,U_788d07,U_76e24d,P2P_TRANSFER,8279.69,2026-03-13 00:30:00,0,Normal
TX_975c633f,U_e492a3,U_cbf9f1,P2P_TRANSFER,5437.56,2026-03-13 05:47:00,0,Normal
TX_ee413a75,U_433258,U_51306f,P2P_TRANSFER,11847.79,2026-03-13 16:32:00,0,Normal
TX_8c2974e8,U_6d13a6,U_600f72,P2P_TRANSFER,10354.51,2026-03-07 13:52:00,0,Normal
TX_c5b0515e,U_e97608,A_3b35f3,WITHDRAWAL,4089.38,2026-03-11 11:32:00,0,Normal
TX_d2515155,U_e475a2,A_d67e11,PAYMENT,646.97,2026-03-02 21:11:00,0,Normal
TX_7423d042,U_9fe6ee,A_f5c77f,PAYMENT,5801.08,2026-03-08 12:43:00,0,Normal
TX_28249630,U_a1ac20,A_5cd57e,PAYMENT,531.18,2026-03-13 04:26:00,0,Normal
TX_876c8734,U_8f33fd,A_35c369,PAYMENT,2817.67,2026-03-04 00:53:00,0,Normal
TX_2c7edf2d,U_a731ca,A_460826,WITHDRAWAL,3959.68,2026-03-10 16:07:00,0,Normal
TX_8fbc0454,U_433258,U_15df74,P2P_TRANSFER,464.8,2026-03-06 21:48:00,0,Normal
TX_f9f008d9,U_230f2b,A_b02023,PAYMENT,12186.25,2026-03-12 07:33:00,0,Normal
TX_a1fa50ce,U_48ee16,A_88e931,WITHDRAWAL,10658.99,2026-03-04 02:27:00,0,Normal
TX_c460a806,U_ade2d0,A_e0ce2f,PAYMENT,5814.21,2026-03-07 05:25:00,0,Normal
TX_b69fbff5,I_MSHWARI,U_5047eb,LOAN_DISBURSEMENT,12784.08,2026-03-03 13:16:00,0,Normal
TX_a89b20fe,U_311723,U_36d2f9,P2P_TRANSFER,14161.81,2026-03-03 15:42:00,0,Normal
TX_50151461,U_5991b1,A_c00584,WITHDRAWAL,10814.1,2026-03-03 14:53:00,0,Normal
TX_a17c3a77,U_73a9e2,U_151215,P2P_TRANSFER,11130.55,2026-03-06 21:40:00,0,Normal
TX_ba706d04,U_97f82d,A_63cc65,WITHDRAWAL,5840.96,2026-03-04 20:02:00,0,Normal
TX_9f398f1a,I_FULIZA,U_c10c8f,LOAN_DISBURSEMENT,3048.05,2026-03-01 01:14:00,0,Normal
TX_06297beb,U_cb7e18,A_b94629,WITHDRAWAL,6480.13,2026-03-07 21:13:00,0,Normal
TX_e73b129f,U_d9a23c,U_dee699,P2P_TRANSFER,776.49,2026-03-09 19:21:00,0,Normal
TX_0dcc0bf6,U_d8f7d9,A_4ced09,WITHDRAWAL,2579.74,2026-03-02 16:22:00,0,Normal
TX_b3a9e381,U_0a2eac,A_c14fbe,PAYMENT,7211.35,2026-03-06 04:30:00,0,Normal
TX_b3d636f9,U_330e64,A_98237c,WITHDRAWAL,4571.04,2026-03-04 20:23:00,0,Normal
TX_296e7365,U_181954,U_8e0270,P2P_TRANSFER,10354.65,2026-03-12 14:21:00,0,Normal
TX_af5a144d,U_0dbaaa,U_827e19,P2P_TRANSFER,5707.98,2026-03-06 06:20:00,0,Normal
TX_aa891a80,U_852aab,A_92e681,PAYMENT,7704.51,2026-03-13 13:34:00,0,Normal
TX_a3419499,I_MSHWARI,U_de10df,LOAN_DISBURSEMENT,4901.93,2026-03-07 14:04:00,0,Normal
TX_6b05409f,U_e894ed,A_db6fbe,PAYMENT,8779.53,2026-03-09 08:25:00,0,Normal
TX_f18c6ef2,U_30e119,A_9b5740,PAYMENT,13160.14,2026-03-07 05:50:00,0,Normal
TX_23f3a431,U_bf0cd9,U_b24bbd,P2P_TRANSFER,3228.27,2026-03-03 10:46:00,0,Normal
TX_40985823,U_dc28cc,U_d52cb5,P2P_TRANSFER,662.39,2026-03-03 07:57:00,0,Normal
TX_8eee22f5,U_808ed7,U_136bc6,P2P_TRANSFER,11562.64,2026-03-13 06:50:00,0,Normal
TX_e6eec4fb,U_04ba5e,U_ced4be,P2P_TRANSFER,5437.88,2026-03-07 18:09:00,0,Normal
TX_d3ab0f59,U_7c8d41,U_6acc18,P2P_TRANSFER,10394.89,2026-03-02 02:15:00,0,Normal
TX_10f594d1,U_3d9f11,U_4567ab,P2P_TRANSFER,8575.05,2026-03-12 16:46:00,0,Normal
TX_82148ffb,U_8c8df8,U_e3ce90,P2P_TRANSFER,3427.5,2026-03-07 08:28:00,0,Normal
TX_556697a8,I_FULIZA,U_3789fd,LOAN_DISBURSEMENT,14657.82,2026-03-12 15:09:00,0,Normal
TX_530cc9b0,U_ef8fed,A_5cc7b5,WITHDRAWAL,11974.53,2026-03-10 00:55:00,0,Normal
TX_d0f8fa89,U_c5a88c,A_1f7c54,PAYMENT,9153.04,2026-03-03 04:10:00,0,Normal
TX_7878fa77,U_6a64fe,U_c7e945,P2P_TRANSFER,1272.8,2026-03-04 22:06:00,0,Normal
TX_f2113b18,U_58cabd,A_1b2793,PAYMENT,3089.0,2026-03-13 09:13:00,0,Normal
TX_154427f5,U_2fe969,U_d75231,P2P_TRANSFER,12476.23,2026-03-11 08:50:00,0,Normal
TX_3eaafeb3,U_70d8e9,U_10eb29,P2P_TRANSFER,1999.51,2026-03-07 15:56:00,0,Normal
TX_1299fc45,U_5d7e82,A_592fb9,PAYMENT,13731.63,2026-03-05 15:11:00,0,Normal
TX_0782a618,U_08c68d,A_a1a093,WITHDRAWAL,8826.8,2026-03-03 22:00:00,0,Normal
TX_af98dee0,U_7d39b1,A_bca0c2,PAYMENT,2096.2,2026-03-08 16:20:00,0,Normal
TX_06dfab53,U_2b5e29,U_2f1c97,P2P_TRANSFER,2505.77,2026-03-09 14:48:00,0,Normal
TX_5dba375f,U_9d219f,A_fee20c,WITHDRAWAL,759.6,2026-03-01 14:09:00,0,Normal
TX_a91d01cb,U_5bd5be,A_69c753,PAYMENT,13511.97,2026-03-10 17:38:00,0,Normal
TX_a1c2ed29,U_032b2d,A_721c42,PAYMENT,1913.17,2026-03-07 01:02:00,0,Normal
TX_3e23a704,I_MSHWARI,U_8399bd,LOAN_DISBURSEMENT,12689.37,2026-03-07 20:40:00,0,Normal
TX_9123cc7e,U_62105a,A_72d6ac,PAYMENT,2952.61,2026-03-13 05:58:00,0,Normal
TX_73fc8bf7,U_e4a8ae,A_620eb1,WITHDRAWAL,6202.95,2026-03-01 11:12:00,0,Normal
TX_82def000,U_b4aaf1,U_c57539,P2P_TRANSFER,14705.87,2026-03-11 05:35:00,0,Normal
TX_3f3b0e47,U_af69bb,A_f8311c,PAYMENT,1404.21,2026-03-01 17:48:00,0,Normal
TX_921a3fda,I_MSHWARI,U_1a8160,LOAN_DISBURSEMENT,5270.29,2026-03-09 18:08:00,0,Normal
TX_60b37e6e,I_MSHWARI,U_8fb56d,LOAN_DISBURSEMENT,1487.99,2026-03-05 21:48:00,0,Normal
TX_b4efc6ff,U_bba2ec,A_6ea6ee,WITHDRAWAL,4570.56,2026-03-04 00:31:00,0,Normal
TX_f34eab3e,I_MSHWARI,U_f47ade,LOAN_DISBURSEMENT,3292.04,2026-03-08 18:01:00,0,Normal
TX_736d4021,U_396048,A_290ec0,PAYMENT,9043.32,2026-03-13 05:19:00,0,Normal
TX_2ea9ce17,U_53796c,A_3c61ce,WITHDRAWAL,3812.98,2026-03-14 14:12:00,0,Normal
TX_0c9ad3a4,U_9941ac,A_fcc4dd,WITHDRAWAL,3285.92,2026-03-14 04:29:00,0,Normal
TX_948ca4fe,U_591dd1,U_5346cb,P2P_TRANSFER,7168.09,2026-03-02 16:06:00,0,Normal
TX_c7f0d4ec,U_cc6d4b,A_e38ef2,PAYMENT,3712.76,2026-03-09 06:03:00,0,Normal
TX_4077e574,U_7f7e39,A_c14fbe,PAYMENT,7606.49,2026-03-07 16:25:00,0,Normal
TX_091303a2,U_f4fccc,A_7b65a5,PAYMENT,13695.56,2026-03-10 13:08:00,0,Normal
TX_67ce978d,U_9608b4,U_645ed5,P2P_TRANSFER,12700.5,2026-03-04 06:28:00,0,Normal
TX_436c47bd,U_ddabfa,A_0f4480,WITHDRAWAL,7200.49,2026-03-05 01:56:00,0,Normal
TX_67eca2a7,U_2aaffd,U_9cedf2,P2P_TRANSFER,14751.44,2026-03-13 19:24:00,0,Normal
TX_f90e7a12,I_FULIZA,U_792f69,LOAN_DISBURSEMENT,7315.19,2026-03-09 17:13:00,0,Normal
TX_ff5e7f29,U_2b55da,A_f5c77f,PAYMENT,7006.23,2026-03-10 06:59:00,0,Normal
TX_fceeedb7,U_3de761,U_54f70b,P2P_TRANSFER,13348.92,2026-03-06 07:26:00,0,Normal
TX_1de078c3,U_19fcbe,U_7724ab,P2P_TRANSFER,840.81,2026-03-04 20:48:00,0,Normal
TX_fe8c70e9,I_FULIZA,U_977b79,LOAN_DISBURSEMENT,5106.65,2026-03-05 14:58:00,0,Normal
TX_e7bf73ae,U_939364,A_33c405,PAYMENT,11383.58,2026-03-12 10:22:00,0,Normal
TX_e854e57a,U_f15906,A_33c405,PAYMENT,7314.63,2026-03-09 23:07:00,0,Normal
TX_f10d07ab,U_05da54,A_e38ef2,PAYMENT,3633.57,2026-03-07 07:56:00,0,Normal
TX_2f1e367a,U_1a8160,U_affd12,P2P_TRANSFER,10704.26,2026-03-02 15:10:00,0,Normal
TX_f7fb3237,I_FULIZA,U_2d75ea,LOAN_DISBURSEMENT,9506.58,2026-03-11 07:00:00,0,Normal
TX_3aa2f14c,U_00a860,U_b052de,P2P_TRANSFER,3584.09,2026-03-07 11:55:00,0,Normal
TX_01d4ec49,U_d2b96a,A_db6fbe,PAYMENT,4717.31,2026-03-13 20:17:00,0,Normal
TX_7c6cde15,U_44f81b,A_e92c45,WITHDRAWAL,11692.71,2026-03-05 15:02:00,0,Normal
TX_855261b5,I_MSHWARI,U_82e1b9,LOAN_DISBURSEMENT,11455.55,2026-03-04 07:09:00,0,Normal
TX_8a50d12c,U_3f212f,U_2676b3,P2P_TRANSFER,9684.4,2026-03-04 05:03:00,0,Normal
TX_b8d55828,U_06245d,A_c79209,PAYMENT,11393.25,2026-03-12 02:47:00,0,Normal
TX_93bb8ddb,U_4b82a6,A_721c42,PAYMENT,9068.49,2026-03-04 17:30:00,0,Normal
TX_4ce725ce,U_d220b7,U_70115d,P2P_TRANSFER,12639.86,2026-03-09 15:54:00,0,Normal
TX_46c831ed,U_d6a884,A_14b119,WITHDRAWAL,11126.91,2026-03-13 19:40:00,0,Normal
TX_0da64cb1,U_c97131,A_1d3526,WITHDRAWAL,3725.48,2026-03-07 00:29:00,0,Normal
TX_2f686009,U_bcdb38,U_bdbb24,P2P_TRANSFER,8714.25,2026-03-02 15:00:00,0,Normal
TX_2ac9de65,U_4edd33,U_7d1d9b,P2P_TRANSFER,3579.67,2026-03-13 16:19:00,0,Normal
TX_6a86cc46,U_08c68d,A_61f771,PAYMENT,1428.54,2026-03-02 16:53:00,0,Normal
TX_1b84e10f,U_ec0214,U_63d1e4,P2P_TRANSFER,3604.67,2026-03-14 00:33:00,0,Normal
TX_5b1a72b9,U_e26e12,U_e6e349,P2P_TRANSFER,14962.1,2026-03-03 05:32:00,0,Normal
TX_e75e2505,U_d72f2f,U_0b8f03,P2P_TRANSFER,5908.44,2026-03-03 02:58:00,0,Normal
TX_567f1c54,U_6807b0,U_984d3b,P2P_TRANSFER,2980.09,2026-03-01 19:44:00,0,Normal
TX_e4694e3c,U_5e744b,A_244fdb,PAYMENT,7981.25,2026-03-13 20:03:00,0,Normal
TX_8c7d9697,U_2f3f11,A_e67d4b,WITHDRAWAL,10835.99,2026-03-11 15:14:00,0,Normal
TX_cffb3043,U_dac88a,A_fcc4dd,WITHDRAWAL,5816.94,2026-03-09 04:12:00,0,Normal
TX_d0f4d5ee,U_ac692d,A_cdf561,WITHDRAWAL,11028.38,2026-03-10 07:09:00,0,Normal
TX_d62d5a36,U_ac5f45,A_d40f55,WITHDRAWAL,3679.05,2026-03-13 01:51:00,0,Normal
TX_7d8ea6cd,U_046292,A_784af3,PAYMENT,13090.75,2026-03-10 14:11:00,0,Normal
TX_450af0b8,U_313291,U_b783fb,P2P_TRANSFER,8122.6,2026-03-11 04:29:00,0,Normal
TX_c1bcc09f,U_b3afbd,A_abd9ce,PAYMENT,4285.66,2026-03-08 09:43:00,0,Normal
TX_58f41aea,U_e2b133,A_e7a5f3,PAYMENT,1792.64,2026-03-01 08:03:00,0,Normal
TX_95fc9681,I_MSHWARI,U_26ca73,LOAN_DISBURSEMENT,3380.58,2026-03-13 08:24:00,0,Normal
TX_be921b54,U_ced1e6,A_f94cd5,PAYMENT,10112.53,2026-03-06 19:23:00,0,Normal
TX_465b540d,U_70115d,U_250fab,P2P_TRANSFER,2171.22,2026-03-02 07:32:00,0,Normal
TX_588fa5e3,U_f4194e,A_c14fbe,PAYMENT,9885.75,2026-03-09 13:06:00,0,Normal
TX_cd820037,U_5fcefb,A_3c6f4e,WITHDRAWAL,8089.19,2026-03-05 14:09:00,0,Normal
TX_19d02dbd,U_e186b4,A_1b2793,PAYMENT,8699.63,2026-03-14 13:26:00,0,Normal
TX_f66ea32e,U_81fa56,A_fa2e76,WITHDRAWAL,11592.77,2026-03-08 18:10:00,0,Normal
TX_b4790714,I_FULIZA,U_2dec78,LOAN_DISBURSEMENT,6622.77,2026-03-07 07:22:00,0,Normal
TX_cbdfa0b3,I_MSHWARI,U_8bf53c,LOAN_DISBURSEMENT,4174.96,2026-03-02 22:39:00,0,Normal
TX_940c25fa,U_0778bd,A_244fdb,PAYMENT,3833.14,2026-03-12 13:35:00,0,Normal
TX_64894e33,U_fb22c7,U_818519,P2P_TRANSFER,2463.15,2026-03-11 14:34:00,0,Normal
TX_c3460f67,U_b007b1,A_e0ce2f,PAYMENT,9341.95,2026-03-06 01:52:00,0,Normal
TX_5163b2af,U_e2b47e,U_1d1422,P2P_TRANSFER,6765.82,2026-03-04 09:03:00,0,Normal
TX_dcdf01f5,U_917d15,A_c2848c,WITHDRAWAL,2092.52,2026-03-03 12:01:00,0,Normal
TX_26b19f35,U_24a1d6,U_8e5f58,P2P_TRANSFER,412.97,2026-03-08 10:37:00,0,Normal
TX_367955c7,U_9eb75a,A_c6d608,WITHDRAWAL,11830.51,2026-03-03 18:22:00,0,Normal
TX_5aed4d77,I_MSHWARI,U_abcc55,LOAN_DISBURSEMENT,11523.86,2026-03-09 01:32:00,0,Normal
TX_964c0ece,U_ae704b,U_688075,P2P_TRANSFER,610.93,2026-03-02 19:47:00,0,Normal
TX_eac7f2cb,U_a33f7b,A_3b5ae5,PAYMENT,3333.05,2026-03-12 21:16:00,0,Normal
TX_435e7c10,U_cfcfff,U_c7f80f,P2P_TRANSFER,3398.76,2026-03-09 00:25:00,0,Normal
TX_cf95ca8d,U_25453a,A_840587,WITHDRAWAL,6814.98,2026-03-10 01:15:00,0,Normal
TX_61798ac0,U_2aa80e,A_c63f88,PAYMENT,6226.34,2026-03-03 09:27:00,0,Normal
TX_085551f1,U_4ebe2e,U_cfbd3a,P2P_TRANSFER,6932.66,2026-03-08 08:08:00,0,Normal
TX_d2747c8a,U_07c71b,A_12ba16,PAYMENT,13052.22,2026-03-04 17:21:00,0,Normal
TX_207336b9,U_bc404f,A_e7a5f3,PAYMENT,2508.97,2026-03-06 10:44:00,0,Normal
TX_4e11a4c1,U_470641,U_c81c8d,P2P_TRANSFER,4602.45,2026-03-08 07:53:00,0,Normal
TX_fdceec24,U_fb22c7,A_e5d764,PAYMENT,10910.66,2026-03-08 21:42:00,0,Normal
TX_8b163866,U_62c710,A_1f7c54,PAYMENT,13270.88,2026-03-01 19:42:00,0,Normal
TX_50a98bc4,U_e770d6,A_d494e2,PAYMENT,2488.04,2026-03-01 11:49:00,0,Normal
TX_4a599c9b,U_ddeaf1,U_06c17d,P2P_TRANSFER,979.15,2026-03-11 13:32:00,0,Normal
TX_51e1a83e,U_b1358c,U_f5e523,P2P_TRANSFER,14265.9,2026-03-12 03:18:00,0,Normal
TX_9a1e6675,U_6d1ad5,U_ad48af,P2P_TRANSFER,7829.6,2026-03-13 18:10:00,0,Normal
TX_249d0f7b,U_ecad6c,U_205efa,P2P_TRANSFER,12868.95,2026-03-02 13:44:00,0,Normal
TX_e9750c12,U_08b12c,A_649134,PAYMENT,3948.01,2026-03-02 03:50:00,0,Normal
TX_9d515459,U_e655d6,A_abd9ce,PAYMENT,7428.43,2026-03-14 07:28:00,0,Normal
TX_49514455,U_de992c,U_70d8e9,P2P_TRANSFER,1668.93,2026-03-02 05:37:00,0,Normal
TX_81d3efee,U_ff2932,A_b8d21b,WITHDRAWAL,3135.4,2026-03-13 02:15:00,0,Normal
TX_3425039a,U_7354a3,A_871584,PAYMENT,2891.53,2026-03-07 19:45:00,0,Normal
TX_fb16c215,U_56f89b,U_d68ed0,P2P_TRANSFER,8064.63,2026-03-02 06:51:00,0,Normal
TX_c46305b1,I_FULIZA,U_7e6e73,LOAN_DISBURSEMENT,13607.04,2026-03-03 08:51:00,0,Normal
TX_a093071f,U_1e2d9d,A_871584,PAYMENT,11806.76,2026-03-08 07:25:00,0,Normal
TX_17bc857f,U_329809,A_63cc65,WITHDRAWAL,10557.87,2026-03-07 16:03:00,0,Normal
TX_df25c971,U_d072b6,A_33c405,PAYMENT,12869.93,2026-03-03 07:36:00,0,Normal
TX_623bf110,U_8e8519,A_92e681,PAYMENT,11351.52,2026-03-04 00:57:00,0,Normal
